,0,1,2,3,4,5
1854,불ㆍ트 처음에 응원할 사람이 없어 재미가 없었는데 전주부터 손태진 황영웅 박현호로 좁혀 졌다가 이제 손태진으로 ㅎㅎㅎ 들을수록 편안하고 고급지고 너무 좋네요,여유,2023-02-15T01:37:08Z,2023-02-15T01:37:08Z,3,nqMNxBVI8lE
1855,손태진가수님 매무대마다 넘감동입니다    응원합니다   왕관은 태진가수님 주인입니다~~^^,범서 김,2023-02-15T01:37:08Z,2023-02-15T01:37:08Z,38,nqMNxBVI8lE
1856,"최초무대부터
손태진
최고무대
우승기원함니다최고
우승감",김동해,2023-02-15T01:36:59Z,2023-02-15T01:36:59Z,2,nqMNxBVI8lE
1857,"다음에는 무궁화를 절절하게 불러주세요
이노래만 들으면 눈가가 촉촉해져서요",철규 김,2023-02-15T01:36:55Z,2023-02-15T01:36:55Z,1,nqMNxBVI8lE
1858,고급진  보이스 최고,이영란,2023-02-15T01:36:53Z,2023-02-15T01:36:53Z,2,nqMNxBVI8lE
1859,Sad,건강하게다녀오세요영아,2023-02-15T01:36:08Z,2023-02-15T01:36:08Z,0,nqMNxBVI8lE
1860,"'많았던~~~' 할 때
좀더 두텁게 발음했으면...
정말 잘 부릅니다.
하현우와는 또다른 느낌입니다.
에드립도 너무 잘 해요",손춘화,2023-02-15T01:35:51Z,2023-02-15T01:35:51Z,2,nqMNxBVI8lE
1861,손태진잘해요,윤석금,2023-02-15T01:32:54Z,2023-02-15T01:32:54Z,3,nqMNxBVI8lE
1862,우승은🏆손태진님🏆 도전하시는 모습이 너무나 매력적이신 🏆손태진님🏆,Good job,2023-02-15T01:32:25Z,2023-02-15T01:32:25Z,3,nqMNxBVI8lE
1863,"김호중 다음으로  고품격  트롯가수탄생입니다
판소리보다  더 품격이 있어보입니다
좋은결과있어서  방송에 자주 보여주세요",유서윤,2023-02-15T01:32:19Z,2023-02-15T01:32:19Z,26,nqMNxBVI8lE
1864,노래 🎵 너무너무   잘하셨어요 👍,낙엽들,2023-02-15T01:31:41Z,2023-02-15T01:31:41Z,1,nqMNxBVI8lE
1865,"경연이 아니라 정말 아름다운 하나의 작품입니다 
아름답고 멋진 노래들려줘서 감사합니다!~~",라니,2023-02-15T01:31:10Z,2023-02-15T01:31:10Z,4,nqMNxBVI8lE
1866,"태진님 은 
사랑입니다~~~~감사해요💕💕💕💕💕💕",별빛사랑,2023-02-15T01:28:46Z,2023-02-15T01:28:46Z,5,nqMNxBVI8lE
1867,"노래 너무 좋아요
참으로 행복 했습니다
계속 행복하고 싶어요",김민경,2023-02-15T01:28:44Z,2023-02-15T01:29:06Z,2,nqMNxBVI8lE
1868,"손태진님덕분에
14일화요일밤최고였어요.
우승가야죠~홧팅",숙자 이,2023-02-15T01:28:12Z,2023-02-15T01:28:12Z,4,nqMNxBVI8lE
1869,"손태진님 응원합니다~~
힐링되네요 감사합니다~♡",조남미,2023-02-15T01:27:30Z,2023-02-15T01:27:30Z,4,nqMNxBVI8lE
1870,손태진님  백만송이장미노래는 누구도 흉내낼수없는 명품노래였어요 귀호강하고  잠을 설쳤어요  우승까지갑시다  핫팅 👍 👍 👍 👍 👍,한경숙,2023-02-15T01:23:39Z,2023-02-15T01:23:39Z,114,nqMNxBVI8lE
1871,가사가정말좋네요목소리까지명품입니다,김동아동아,2023-02-15T01:23:25Z,2023-02-15T01:23:25Z,1,nqMNxBVI8lE
1872,감동입니다,임채현,2023-02-15T01:23:09Z,2023-02-15T01:23:09Z,2,nqMNxBVI8lE
1873,"#손태진 #백만송이장미불트맨
저음에서퍼지는 고급스런
태진님목소리에 취해서
허우적거리고있어요
넘 좋은무대였어요",감성조아,2023-02-15T01:22:41Z,2023-02-15T10:51:59Z,1,nqMNxBVI8lE
1874,"행복해요^^
 건강관리 잘 하셔서 오래오래 노래로 많은 사람에게 희망과 위로!!  행복하게 해주세요
손태진씨 노래에는 혼이 있네요♡",스마일,2023-02-15T01:21:53Z,2023-02-15T01:21:53Z,2,nqMNxBVI8lE
1875,트롯도 부르는 가수에 따라 고급지고 감동과 전율을 준다는걸 보여주시는 태진님! 성악트롯이면 어때요? 이렇게 감동과 울림을 주시는데! 시대에 따라 장르도 변화가 필요하죠! 응원합니다!,J.Y,2023-02-15T01:20:46Z,2023-02-15T01:20:46Z,8,nqMNxBVI8lE
1876,감성 충만하고 고품격 음악 잘 들었습니다. 노래 듣는 동안 영화 주인공이 된 듯한 착각에 빠졌어요. 계속 듣게 될 것 같아요. 회차마다 발전하는 태진님 우승 기원합니다~♡♡♡,love music,2023-02-15T01:20:05Z,2023-02-15T01:20:05Z,3,nqMNxBVI8lE
1877,"손태진 당신은 별입니다
모쪼록 한국을 빛낼 수 있는 세계인의 별이 되길 바랍니다.",민트,2023-02-15T01:18:44Z,2023-02-15T08:44:43Z,2,nqMNxBVI8lE
1878,손태진님 덕분에 행복한 시간 이였습니다 감사합니다 우승하길 응원하고 기도합니다 최고   👍  💛 👍,선임 이,2023-02-15T01:18:21Z,2023-02-15T01:18:21Z,73,nqMNxBVI8lE
1879,"레벨이 달라요
부드러음과 중후함 깊이가 달라요
넘 좋아서 어떤표현도 부족함
손태진 우승 ... 🙏🙏🙏",이안나,2023-02-15T01:18:05Z,2023-02-15T01:18:05Z,4,nqMNxBVI8lE
1880,"백만송이장미  노래  새로운버전 이네요ㆍ
최고입니다👍👍
좋은결과  기대합니다",이슬공주,2023-02-15T01:17:07Z,2023-02-15T01:17:07Z,2,nqMNxBVI8lE
1881,정말잘한다~,이명희,2023-02-15T01:16:37Z,2023-02-15T01:16:37Z,2,nqMNxBVI8lE
1882,마음 바닥을 두드리는  트롯!,애자 이,2023-02-15T01:16:34Z,2023-02-15T01:16:34Z,3,nqMNxBVI8lE
1883,"목소리가 너무 좋아요
평범하지 않은  목소리 .  트롯도 저렇게  부를수 있구나  하고 보여 주는것 같아요",은이,2023-02-15T01:16:15Z,2023-02-15T01:16:15Z,2,nqMNxBVI8lE
1884,너무 잘하셨어요 좋은 결과가 있었으면 좋겠네요 화이팅....,서연순,2023-02-15T01:14:24Z,2023-02-15T01:14:24Z,1,nqMNxBVI8lE
1885,말할수없이 뭐라표현할수없는 목소리 천재이십니다 넘 좋아요 고맙습니다 넘 좋은 노래 들을수잇엇어  행복합니다💜💜💜👍👍👍9,구민서,2023-02-15T01:14:23Z,2023-02-15T03:11:19Z,49,nqMNxBVI8lE
1886,트롯의 품격을 높여주는 손태진님의 노래!!  어제 진심 노래 들으면서 온몸에 전율이 느껴지는 감동을 받았다~!! 엄지척!!!^^,최현정,2023-02-15T01:13:33Z,2023-02-15T01:13:33Z,2,nqMNxBVI8lE
1887,손태진 님  태진님  이제는감동을넘어 경이롭기까지하네요 불트에 나와줘서 너무너무 감사해요 사랑합니다,미소,2023-02-15T01:12:56Z,2023-02-15T01:12:56Z,2,nqMNxBVI8lE
1888,어케 더 바랄 수 있을까요 쵝오쵝오,사르르,2023-02-15T01:12:30Z,2023-02-15T01:12:30Z,0,nqMNxBVI8lE
1889,"너무 훌륭한 울림
손태진님 응원합니다 ^^",영숙 송,2023-02-15T01:11:31Z,2023-02-15T01:11:31Z,0,nqMNxBVI8lE
1890,손태진님진짜    노래우승진감이네요,김인순,2023-02-15T01:10:43Z,2023-02-15T01:10:43Z,1,nqMNxBVI8lE
1891,휴...자꾸 36번 손태진 님에게 과몰입하게 되니 큰일..,gamsung-oh,2023-02-15T01:08:35Z,2023-02-15T01:08:35Z,2,nqMNxBVI8lE
1892,"와우
역시다. 심수봉님이 가사틀리지 말라고 조언하실 때 혹시나 그부분에 너무 생각하다 라이브때 가사실수할까봐 엄청 조마조마 ~~
뭐지뭐지 내 아들도 아닌데 ㅋ
숨도 못쉬고 들었네요
근데
연예인판정단은 357오잉 난 370이상 나올줄 ㅋ 2위래 ㅋ 넘나 ㅋ 더 이상 우째 불러야나  하~
음 내 귀가 이상한가요?
비나리때도 나와 국민판정단은 똑같고~~음 내 귀는 국민판정단 ㅎ
그렇다치고
손태진 당신 넘 멋지다 홧팅!!!",K호두,2023-02-15T01:07:15Z,2023-02-15T01:07:15Z,4,nqMNxBVI8lE
1893,최고  최고 말로 표현이 안되네요 정말 이노래 듣는게 넘 감사하네요 응원합니다 최종 우승을 기원합니다,딸기 요거트,2023-02-15T01:05:56Z,2023-02-15T01:05:56Z,6,nqMNxBVI8lE
1894,손태진님 노래 숨을쉴수 없을 만큼 진지하게 몰입을 주네요 최고 중 최고였,사르르,2023-02-15T01:03:53Z,2023-02-15T01:05:11Z,3,nqMNxBVI8lE
1895,"백만송이 장미  
손태진님 덕분에 귀호강, 눈호강요",들꽃,2023-02-15T01:03:15Z,2023-02-15T01:03:15Z,2,nqMNxBVI8lE
1896,넘감동이었네요…내가슴을뛰게만드는목소리..다른가수들과차원이다른부드러원목소리국보급입니다,하늘과구름,2023-02-15T01:00:32Z,2023-02-15T01:00:32Z,3,nqMNxBVI8lE
1897,응원합니다   멋집니다 ^^,예진 이,2023-02-15T00:59:49Z,2023-02-15T00:59:49Z,1,nqMNxBVI8lE
1898,"""가수 겸 아티스트[歌手 兼 アーティスト]""인 
""심수봉[沈守峰, 본명(本名) : 심민경(沈玟卿)]""씨의 
""백만송이 장미[百万本のバラ]""랑 ""가수(歌手)""인 
""이수영[李秀英, 본명(本名) : 이지연(李知姸)]""씨의 
""그리고 사랑해[そして愛してる]""랑 비슷한 
""곡(曲)""이네요.",김준호,2023-02-15T00:59:37Z,2023-02-15T00:59:37Z,1,nqMNxBVI8lE
1899,또하나의 명곡탄생,다웟,2023-02-15T00:59:36Z,2023-02-15T00:59:36Z,1,nqMNxBVI8lE
1900,"손태진님!
너무 감동 입니다! 응원합니다!",이수자,2023-02-15T00:58:55Z,2023-02-15T00:58:55Z,2,nqMNxBVI8lE
1901,참많은가수들이 이노래를불렀는데 이토록 아름다운  가사인지  몰랐어요. 밤새 한숨도 못자고혼자서울다가 웃다가.  시간가는줄모르고 듣고또듣고.  인간에게 이렇게  가사처럼아름다운게 인간의 삶이라는게 얼마나가슴떨리는 일인지.,섀도우,2023-02-15T00:58:54Z,2023-02-15T00:58:54Z,5,nqMNxBVI8lE
1902,손태진 진짜 잘하네요 트롯도 이렇게 고급지게 불러야 듣는 사람이편해요시청자들도 요즘은  많이 변했어요 ~^^꼭 진됐으면 좋겠어요 홧팅 응원 합니다,이병화,2023-02-15T00:58:53Z,2023-02-15T00:58:53Z,4,nqMNxBVI8lE
1903,기본기가 탄탄하니 어떤노래를 불러도 기대 이상이네요 응원합니다,노영란,2023-02-15T00:57:38Z,2023-02-15T00:57:38Z,4,nqMNxBVI8lE
1904,"노래방에서 돼지목따는 
목소리로부르던 아줌마의 애창곡이
성악베이스의 태진님이 말하듯이 속삭이는
부분이 감성을 울리네요 ㅜㅜ
이렇게 좋은 노래였음을 ~~",백조마누라,2023-02-15T00:57:17Z,2023-02-15T07:12:54Z,5,nqMNxBVI8lE
1905,"고급진 목소리 결승까지 가자~~^^
트롯의 유전 멋쪙 멋쪙
날마다 들어요
미워도 다시한번 가라지 등등~~",토깽이초록,2023-02-15T00:57:00Z,2023-02-15T00:57:00Z,72,nqMNxBVI8lE
1906,손태진   음악은 힐링 되는듯~~응원합니다,이문순,2023-02-15T00:56:47Z,2023-02-15T00:56:47Z,4,nqMNxBVI8lE
1907,"태진님 노래. 듣는게 행복입니다.
좋은 노래들 감사합니다 ♡♡♡",wonhui lee,2023-02-15T00:56:17Z,2023-02-15T00:56:17Z,31,nqMNxBVI8lE
1908,손태진 님 백만송이 장미 정말 최고네요 무한반복 예정입니다,*해당화,2023-02-15T00:55:53Z,2023-02-15T00:55:53Z,4,nqMNxBVI8lE
1909,손 태진 웅장한 목소리 와 맑은 음색을 응원합니다 👍👍👍👍,Mj,2023-02-15T00:54:44Z,2023-02-15T00:54:44Z,48,nqMNxBVI8lE
1910,백만송이장미  손태진님 감동 눈물이납니다 최고의 태진님 앞으로 우리곁에서 노래많이들었어면해요 감사합니다~💕💜👍🙆‍♀️,심희,2023-02-15T00:53:43Z,2023-02-15T00:53:43Z,94,nqMNxBVI8lE
1911,"손 태진님 우승갑시다 
응 원 합니다~~",들국화정희,2023-02-15T00:52:35Z,2023-02-15T00:52:35Z,4,nqMNxBVI8lE
1912,멋지다 !!  손태진ᆢ우승할자격있다 ᆢ우승가자~~,sugi수기,2023-02-15T00:51:12Z,2023-02-15T00:51:12Z,3,nqMNxBVI8lE
1913,"그리고 사랑해[そして愛してる] - 
이수영[李秀英] 양재선 사/MGR 곡",김준호,2023-02-15T00:51:07Z,2023-02-15T00:51:07Z,1,nqMNxBVI8lE
1914,"손태진표
그 누구도 흉내낼수없는
고품격  트롯~~♡♡
 가슴을 적시네요~~♡♡♡",후리지아,2023-02-15T00:51:00Z,2023-02-15T01:57:44Z,56,nqMNxBVI8lE
1915,손태진  우승  가~~~즈아,정지원,2023-02-15T00:50:39Z,2023-02-15T00:50:39Z,3,nqMNxBVI8lE
1916,손태진 고퀄리음성 귀가행복합니다 우승가즈아,박영자,2023-02-15T00:50:07Z,2023-02-15T00:50:07Z,3,nqMNxBVI8lE
1917,우승가좌~~~~,하얀민들레,2023-02-15T00:50:01Z,2023-02-15T00:50:01Z,3,nqMNxBVI8lE
1918,손태진님 최고입니당♡,윤서 송,2023-02-15T00:48:59Z,2023-02-15T00:48:59Z,4,nqMNxBVI8lE
1919,"손태진ᆢ👍👍👍
노래숨죽이고가만이
듣고있으면
역시손태진님니다❤
이감동이어서우승까지
갑시다
끝까지응원하겠읍니다
태진ᆢ파이팅ᆢ👍👍👍
❤❤💙",김기례,2023-02-15T00:48:42Z,2023-02-15T00:50:32Z,59,nqMNxBVI8lE
1920,감동또감동입니다,이은숙,2023-02-15T00:48:29Z,2023-02-15T00:48:29Z,3,nqMNxBVI8lE
1921,와! 우연히 본 손태자이라는 가수! 대단합니다. 고급지네요,소현 지,2023-02-15T00:48:01Z,2023-02-15T00:49:16Z,3,nqMNxBVI8lE
1922,손태진 백만송이 별로감동  못줌 밀어주기 그만하시지,장미,2023-02-15T00:47:51Z,2023-02-15T00:47:51Z,2,nqMNxBVI8lE
1923,손태진 품격은 아무도 따라갈 수 없다. 멋지다,박로운,2023-02-15T00:47:50Z,2023-02-15T00:47:50Z,4,nqMNxBVI8lE
1924,"#손태진 
#백만송이장미 우승을 응원합니다",희마리아,2023-02-15T00:46:56Z,2023-02-15T00:46:56Z,3,nqMNxBVI8lE
1925,"늘  응원합니다~~
팬덤싱  때부터요~",자은화,2023-02-15T00:46:49Z,2023-02-15T00:46:49Z,3,nqMNxBVI8lE
1926,"감동의 무대 숨죽이며 봤어요 
진한 여운으로 남아 그 감동 쉬이 가시지 않네요
오래오래 노래해주세요
언제나 화이팅! 응원할게요^^",Young Jung,2023-02-15T00:45:18Z,2023-02-15T00:45:18Z,3,nqMNxBVI8lE
1927,손태진님화이팅~~🥰🥰🥰,이계순,2023-02-15T00:45:04Z,2023-02-15T00:45:04Z,4,nqMNxBVI8lE
1928,손태진님 노래 들어도 들어도 좋아요♡,문희 최,2023-02-15T00:45:03Z,2023-02-15T00:45:03Z,3,nqMNxBVI8lE
1929,손태진에게 빠져버렸어요,김정인,2023-02-15T00:44:05Z,2023-02-15T00:44:05Z,2,nqMNxBVI8lE
1930,"손태진
우승 가즈아  ~^^",남향기,2023-02-15T00:44:02Z,2023-02-15T00:44:02Z,4,nqMNxBVI8lE
1931,백만송이    아     너무   너무   감동입니다    손태진씨    어쩜  그리  목소리  가     넘   좋아요    화잇팅,김미자,2023-02-15T00:42:47Z,2023-02-15T00:42:47Z,3,nqMNxBVI8lE
1932,"피아노선율~,황금목소리,그리고 와인
너무잘 어울립니다.멋져요^^",kumchu,2023-02-15T00:42:40Z,2023-02-15T00:42:40Z,3,nqMNxBVI8lE
1933,"손태진 님 들을수록 감동입니다
첨엔 숨죽이게 되고 집중하게 됩니다
다시 들으면 가슴먹먹 하고 눈시울 젖시게해요  결승 선곡 잘하서서 좋은 결과 있으시길 바랍니다
손태진 님 콘서트 기다립니다",myp,2023-02-15T00:41:21Z,2023-02-15T00:41:21Z,4,nqMNxBVI8lE
1934,방송에서 노래를 숨죽여 듣다 숨 쉬고 감상합니다,송은영,2023-02-15T00:40:32Z,2023-02-15T00:40:32Z,4,nqMNxBVI8lE
1935,넘 멋집니다❤❤❤❤❤❤❤❤❤❤❤❤❤,미영 조,2023-02-15T00:40:27Z,2023-02-15T00:40:27Z,4,nqMNxBVI8lE
1936,역시 손태진이 손태진하네요,장개미,2023-02-15T00:40:23Z,2023-02-15T00:40:23Z,2,nqMNxBVI8lE
1937,"태진님 백만송이장미 소름소름 돋았습니다
넘 감동또감동입니다❤❤❤❤❤❤❤❤❤❤
태진님 우승가즈아
화이팅화이팅화이팅",미영 조,2023-02-15T00:39:50Z,2023-02-15T00:39:50Z,75,nqMNxBVI8lE
1938,1등 말고는 답이 업네,빈나비,2023-02-15T00:39:45Z,2023-02-15T00:39:45Z,6,nqMNxBVI8lE
1939,감성이 제대로 물올랐어요.,그레이스,2023-02-15T00:38:51Z,2023-02-15T00:38:51Z,5,nqMNxBVI8lE
1940,"손태진님ㅡ
쵝오!
고풍 스러운 그 천상의 목소리 누구도 따라 올수 없는 매력에 푹 빠졌습니다.
설운도는 노래도 못하고 심사도 그 따워로 하려면 꺼지라 하세요",황진희,2023-02-15T00:38:43Z,2023-02-15T00:38:43Z,5,nqMNxBVI8lE
1941,가슴을 촉촉히 적시네요.,그레이스,2023-02-15T00:38:05Z,2023-02-15T00:38:05Z,6,nqMNxBVI8lE
1942,최고입니다!!,wonhui lee,2023-02-15T00:37:28Z,2023-02-15T00:37:28Z,6,nqMNxBVI8lE
1943,어려운 노래인데~대단하네요~목소리 참 듣기좋네요~고품격 트롯이 탄생했네요^^,영화 손,2023-02-15T00:37:24Z,2023-02-15T00:37:24Z,49,nqMNxBVI8lE
1944,"손태진님 백만송이 대박 입니다
우승까지 계속쭉~~~~💯💯💯💯💯💯💯💯💯💯
기원합니다~아자아자",조경애,2023-02-15T00:35:23Z,2023-02-15T00:35:23Z,123,nqMNxBVI8lE
1945,손태진님   ---감동이여요,장선자,2023-02-15T00:34:27Z,2023-02-15T00:34:27Z,3,nqMNxBVI8lE
1946,감동입니다 🙏,이보연 (普蓮),2023-02-15T00:34:04Z,2023-02-15T00:34:04Z,6,nqMNxBVI8lE
1947,"너무 노래 잘합니다
손태진님 너무 멋져요",이성숙,2023-02-15T00:33:57Z,2023-02-15T00:33:57Z,4,nqMNxBVI8lE
1948,감동적이고 멋져요~고품격적인 남다른 목소이 넘넘 좋아요~우승기원합니다.,김경숙,2023-02-15T00:33:52Z,2023-02-15T00:33:52Z,18,nqMNxBVI8lE
1949,최고의 가창력 손태진 우승가자 열응하고 화이팅,무궁화포항이해순,2023-02-15T00:33:29Z,2023-02-15T00:33:29Z,8,nqMNxBVI8lE
1950,손태진님  격이다르네요  너무 감동입니다   우승갑시다~^^,혜영이이혜영,2023-02-15T00:33:05Z,2023-02-15T00:33:05Z,5,nqMNxBVI8lE
1951,손태진 ㆍ님 최곱니다ㆍ,백옥희,2023-02-15T00:33:01Z,2023-02-15T00:33:01Z,5,nqMNxBVI8lE
1952,역시  멋진  무대~~♡♡♡,강미영,2023-02-15T00:32:53Z,2023-02-15T00:32:53Z,6,nqMNxBVI8lE
1953,"과하지 않고 디테일한 감정선이 진정성이 느껴지네요~노래하면서  자연스레 묻어나오는  고급짐이  남들이 어설프게 쉽게  따라할수 없을것 같애요~
명품 그자체입니다.",오홍매,2023-02-15T00:31:18Z,2023-02-15T00:31:18Z,5,nqMNxBVI8lE
1954,고급지다~~~,정현숙,2023-02-15T00:31:12Z,2023-02-15T00:31:12Z,4,nqMNxBVI8lE
1955,손태진님 매일매일 투표합니다.,전명자,2023-02-15T00:31:07Z,2023-02-15T00:31:07Z,7,nqMNxBVI8lE
1956,"감동!!! 이보다 더잘 부를순없는 손색없는 100점 무대네요 
1등 홧팅!!!!",최정오,2023-02-15T00:30:32Z,2023-02-15T00:30:32Z,8,nqMNxBVI8lE
1957,손태진  넘  멋져요 우승 갑시당👍👍👍👍👍👍👍,박채원,2023-02-15T00:29:47Z,2023-02-15T00:29:47Z,6,nqMNxBVI8lE
1958,숨이 멈은듯한 그울림은 머라 표현이 안되네요,설레임,2023-02-15T00:29:42Z,2023-02-15T00:29:42Z,6,nqMNxBVI8lE
1959,"손태진님
듣는  이  에게
매
경연마다
  감동을 주어   
일상의  기쁨이  배가   됩니다
더  큰  기쁨을  위해
일등  기대합니다
사랑하고
축복합니다",축복 박,2023-02-15T00:29:33Z,2023-02-15T00:29:33Z,25,nqMNxBVI8lE
1960,태진가수님 꼭 우승하세요,채연,2023-02-15T00:29:28Z,2023-02-15T00:29:28Z,5,nqMNxBVI8lE
1961,야~ 세상에 트롯을 이렇게 고컬리티로 장식해 주다니 손태진 1 등이다 👍 👍 👍 👍,뿌리,2023-02-15T00:29:23Z,2023-02-15T00:29:23Z,7,nqMNxBVI8lE
1962,"목소리   하나면  충분한 가수
손태진  짱 👍",coc k,2023-02-15T00:29:14Z,2023-02-15T00:29:14Z,8,nqMNxBVI8lE
1963,손태진은 징짜 엘리트가수 니냥뽕짝만 드리데는 가수랑 완존달라! 귀가정화되는 싫증안나는 그런 보이스톤 뽕짝! 넘 넘좋네! 1등가ㅡㅡ즈ㅡㅡ아!,가인 지,2023-02-15T00:29:03Z,2023-02-15T00:29:03Z,4,nqMNxBVI8lE
1964,"안방1열에서 숨 죽이면서 넋놓고 들었어요.목소리가  
녹아서 제 심장도 같아 녹았어요. 태진님 언제나 응원합니다.",mind,2023-02-15T00:28:56Z,2023-02-15T00:28:56Z,4,nqMNxBVI8lE
1965,넘 멋지시네요 꼬옥 우승하세요~^,금희 배,2023-02-15T00:28:52Z,2023-02-15T00:28:52Z,5,nqMNxBVI8lE
1966,손태진님 우승하세요,하연호,2023-02-15T00:28:52Z,2023-02-15T00:28:52Z,6,nqMNxBVI8lE
1967,손태진 우승가자  최고예요!,hl85 j,2023-02-15T00:28:47Z,2023-02-15T00:28:47Z,5,nqMNxBVI8lE
1968,손태진 명품보이스!!!!!!,김정희,2023-02-15T00:28:45Z,2023-02-15T00:28:45Z,5,nqMNxBVI8lE
1969,"손태진님   백만송이 장미  최고 입니다
우승을  향하여  화이팅!!!",삼례 김,2023-02-15T00:28:32Z,2023-02-15T00:28:32Z,4,nqMNxBVI8lE
1970,"듣고 또 듣고
회전문에 갇혀있습니다
이리 고퀄의 음악을
선물로 주신 손태진님
백만송이 장미로
활짝 피시길 기원합니다 ~~",나날이 복된 날,2023-02-15T00:28:11Z,2023-02-15T00:28:11Z,5,nqMNxBVI8lE
1971,"손태진님 백만송이장미 감동이었습니다 
우승으로 직진하세요~",윤선빈,2023-02-15T00:27:38Z,2023-02-15T00:27:38Z,8,nqMNxBVI8lE
1972,"아~~ 넘 멋집니다. 가요의 품격, 깊이를 보여준 무대였어요. 명가수가 명곡을 부르니 이렇듯 멋지네요 ㅎㅎ
손태진 님을 향한 제 백만송이 장미가 활짝 피어납니다.!!
손태진 님의 노래를 듣는 행복을 오래도록, 자주자주 누리고 싶어요.
그러니 꼭 우승하세요.~~ 응원합니다. 화이팅!!",공드린,2023-02-15T00:27:29Z,2023-02-15T00:27:29Z,7,nqMNxBVI8lE
1973,"손태진 정말 최고 멋진 모습 계속 봅니다 
멋진 손태진 우승 하세요",가수 오미자 꽃잎편지금영 91832,2023-02-15T00:27:07Z,2023-02-15T00:27:07Z,4,nqMNxBVI8lE
1974,고품격!!,배은희,2023-02-15T00:24:52Z,2023-02-15T00:24:52Z,3,nqMNxBVI8lE
1975,"손태진님 감동입니
다 꼭 우승갑시다
화이팅 👍👍👍👍🙏",이길자,2023-02-15T00:24:52Z,2023-02-15T00:24:52Z,31,nqMNxBVI8lE
1976,"명품인지,,,💯
보물인지,,,💯
손태진님에게 맞는말을 찾지못하겠어요.
💗💗💗💗💗💗💗",햇님이sin,2023-02-15T00:24:51Z,2023-02-15T00:24:51Z,10,nqMNxBVI8lE
1977,손태진님께 하늘의 별이라도 따다 드리고싶어요❤,ES SONG,2023-02-15T00:24:34Z,2023-02-15T00:24:34Z,3,nqMNxBVI8lE
1978,집중해서 끝까지 보는내내 가슴 설레이게 만드는 손태진님만의 매력 정말 역대급으로 최고입니다!,ysc0514,2023-02-15T00:24:33Z,2023-02-15T00:24:33Z,4,nqMNxBVI8lE
1979,손태진님만의 트롯 넘 넘 좋아요 응원합니다,st ar,2023-02-15T00:24:12Z,2023-02-15T00:24:12Z,56,nqMNxBVI8lE
1980,"정말 감동입니다
고품격 노래듣게 해줘서 감사합니다 
손태진 우승입니다",이정민,2023-02-15T00:23:25Z,2023-02-15T00:23:25Z,5,nqMNxBVI8lE
1981,최고의백만송이장미를 들은거같아요한편에영화를보는듯너무고급진노래들려주셔감사해요손태진최고,백은희,2023-02-15T00:22:52Z,2023-02-15T00:22:52Z,3,nqMNxBVI8lE
1982,응원합니다,김정숙,2023-02-15T00:21:41Z,2023-02-15T00:21:41Z,4,nqMNxBVI8lE
1983,"이야~~^^
눈물난다
최고최고 이십니다",박희정,2023-02-15T00:21:13Z,2023-02-15T00:21:13Z,2,nqMNxBVI8lE
1984,횡 영웅 최고다 너무감동 일등 착한 마음 늘 가지 고살자 최고으 큰 별 이될거야 보조계예 복있다 큰  별되다,전기한,2023-02-15T00:20:42Z,2023-02-15T00:20:42Z,3,nqMNxBVI8lE
1985,손태진님.너무 감동입니다❤,초이,2023-02-15T00:20:02Z,2023-02-15T00:20:02Z,2,nqMNxBVI8lE
1986,이건 트롯이 아닌 예술이다.,다웟,2023-02-15T00:18:26Z,2023-02-15T00:18:26Z,2,nqMNxBVI8lE
1987,손태진 놀랍네요 감동,이마리아,2023-02-15T00:18:01Z,2023-02-15T00:18:01Z,2,nqMNxBVI8lE
1988,"사랑가득한 아름다운 손태진님 별나라에 갔다온것 같아요~
멋지고 감동적인 손태진님 노래 환상적이네요
응원 합니다
우승 갑시다~~~",종숙 박,2023-02-15T00:17:49Z,2023-02-15T00:17:49Z,4,nqMNxBVI8lE
1989,💗💗💗💗💗💗💗,햇님이sin,2023-02-15T00:17:44Z,2023-02-15T00:17:44Z,2,nqMNxBVI8lE
1990,손태진  응원합니다,문미자,2023-02-15T00:16:49Z,2023-02-15T00:16:49Z,3,nqMNxBVI8lE
1991,올백점 예요!누구나 빠져들어가는 음성. ㅣ등예요 백점,곽경옥,2023-02-15T00:16:13Z,2023-02-15T00:16:13Z,4,nqMNxBVI8lE
1992,들어도 들어도 가슴이 저립니다 노래 한곡이 이렇게 감동을 줄 수 있다니..명품가수 손태진 홧팅! !,이재현,2023-02-15T00:15:35Z,2023-02-15T00:15:35Z,4,nqMNxBVI8lE
1993,손태진 님   노래를 듣고있으면 온 몸이 경직된 기분입니다  짱 입니다,란 김,2023-02-15T00:14:33Z,2023-02-15T00:14:33Z,4,nqMNxBVI8lE
1994,손태진   최고,영순 김,2023-02-15T00:11:51Z,2023-02-15T00:11:51Z,3,nqMNxBVI8lE
1995,"손태진님 어쩜 이렇에 목소리가 감미로워요.~
손태진씨 노래를 듣고있으면 복잡했던 마음도 평안해지네요. 귀한목소리로 좋은곳 불러주시는 손태진씨 끝가지 응원합니다 꼭 꼭1등 하시길 응원합니다,
화이팅요.💛💛💛❤❤❤",Sophia,2023-02-15T00:10:49Z,2023-02-15T00:13:04Z,11,nqMNxBVI8lE
1996,백만송이장미 숨죽이면서 들었네요 역시 몀품보이스 어려운노래 편하게 들었어요 만점받아야되는데 쬐끔아시웠어요,허순옥,2023-02-15T00:09:43Z,2023-02-15T00:09:43Z,3,nqMNxBVI8lE
