video_id,category_id,category_name,title,views_count,like_count,uploaded_at,tags,origin_index
WQokyoYgZ_s,24,Entertainment,떡볶이로 식사가 될까?,3001361,70,2021-06-18 10:00:14+00:00,None,305
0vwmOLgjfOw,24,Entertainment,지도와 함께 보는 서울(Seoul) 설명회,1333152,70,2021-05-30 10:02:15+00:00,None,307
Ehj8Z5eQj8E,24,Entertainment,"루피, 이제 하차해야...",1145869,70,2021-05-26 10:05:51+00:00,None,308
x-YQvdE95jg,24,Entertainment,김치찜 먹방과 아저씨 이야기,2468321,75,2021-05-24 10:05:05+00:00,None,309
2dFxr9ossug,24,Entertainment,버거에서 느껴지는 생선의 좋은 비린내,1332852,86,2021-05-11 10:00:01+00:00,None,311
SYAuzsFQXc8,24,Entertainment,사람만한 감자칩을 선물 받다,1257749,86,2021-05-04 10:00:12+00:00,None,312
T3chPJuPPic,24,Entertainment,드래곤볼(Dragon Ball) 설명회,3192291,88,2021-04-20 10:30:08+00:00,None,314
vbJ0h-hveoo,24,Entertainment,침착맨은 너무 졸려,995681,88,2021-04-15 10:00:19+00:00,None,316
d6UI8DLblEc,24,Entertainment,부드러워진 돌빵,1159759,88,2021-04-14 10:00:15+00:00,None,317
Z7_WWJEj-j8,24,Entertainment,유사과학 월드컵 (이과답답주의),12202835,88,2021-04-12 11:45:01+00:00,None,319
UXb2DyR_2R4,24,Entertainment,침착맨 삼국지 원소전,2480379,88,2021-04-09 12:30:56+00:00,None,321
quwdMWnCE38,24,Entertainment,침착맨 삼국지 동탁전,2151693,88,2021-03-29 10:00:13+00:00,None,323
PbGcEgBdvMM,24,Entertainment,라면과 가장 잘 어울리는 짝꿍 월드컵,2431717,88,2021-03-25 10:02:28+00:00,None,324
OaLjtcFd8Wg,24,Entertainment,WPL 프로 포커플레이어 임요환 님에게 포커 배우기,742321,88,2021-03-11 10:01:15+00:00,None,326
apIbXjVp8NU,24,Entertainment,"원피스 '밀짚모자 일당', 반으로 줄여야...",2444274,88,2021-03-06 10:03:10+00:00,None,327
